index,Address,City,State2,Zip5
3316,1407 ASHLEY RIVER RD,CHARLESTON,SC,29407
3317,135 RUTLEDGE AVE FL 4,CHARLESTON,SC,29425
3318,1321 ASHLEY RIVER RD,CHARLESTON,SC,29407
3319,116 BROAD ST,SUMTER,SC,29150
3320,1294 PROFESSIONAL DR,MYRTLE BEACH,SC,29577
3321,115 GARNER RD,SPARTANBURG,SC,29303
3322,1108 N JEFFERIES BLVD,WALTERBORO,SC,29488
3323,708 LAFAYETTE AVE,CAMDEN,SC,29020
3324,11871 PLAZA DR,MURRELLS INLET,SC,29576
3325,1055 RIBAUT RD,BEAUFORT,SC,29902
3326,121 WACCAMAW MEDICAL PARK DRIVE,CONWAY,SC,29526
3327,527 MILLS AVE,GREENVILLE,SC,29605
3328,1455 HARDEN STREET EXT,COLUMBIA,SC,29201
3329,100 OLD CHEROKEE RD,LEXINGTON,SC,29072
3330,2100 OLD HIGHWAY 17 N,NORTH MYRTLE BEACH,SC,29582
3331,701 MEDICAL PARK DR,HARTSVILLE,SC,29550
3332,108 N 5TH AVE,DILLON,SC,29536
3333,11871 PLAZA DRIVE,MURRELLS INLET,SC,29576
3334,8123 CHARLOTTE HWY,FORT MILL,SC,29707
3335,300 PLAZA CIR,CLINTON,SC,29325
3336,1011 TIGER BLVD,CLEMSON,SC,29631
3337,2007 WOODRUFF ROAD,GREENVILLE,SC,29607
3338,10 EDGEWOOD DR,GREENVILLE,SC,29605
3339,10702A CLEMSON BLVD,SENECA,SC,29678
3340,285 MEETING ST,CHARLESTON,SC,29401
3341,316 79TH AVE N,MYRTLE BEACH,SC,29572
3342,180 WINGO WAY,MOUNT PLEASANT,SC,29464
3343,811 SUNSET BLVD,WEST COLUMBIA,SC,29169
3344,994 RIBAUT RD,BEAUFORT,SC,29902
3345,790 N CHURCH ST,SPARTANBURG,SC,29303
3346,9714 N KINGS HWY,MYRTLE BEACH,SC,29572
3347,1595 SKYLYN DR,SPARTANBURG,SC,29307
3348,205 MEDICAL CIR,WEST COLUMBIA,SC,29169
3349,103 CLAIR DR,PIEDMONT,SC,29673
3350,1009 GROVE RD,GREENVILLE,SC,29605
3351,1707 VILLAGE PARK DR,ORANGEBURG,SC,29118
3352,1702 SKYLYN DR,SPARTANBURG,SC,29307
3353,9263 MEDICAL PLAZA DR,NORTH CHARLESTON,SC,29406
3354,163 RUTLEDGE AVE,CHARLESTON,SC,29403
3355,3227E SUNSET BLVD,WEST COLUMBIA,SC,29169
3356,259 A BROAD ST,SUMTER,SC,29150
3357,451 W CHEVES ST,FLORENCE,SC,29501
3358,1097B COOK RD,ORANGEBURG,SC,29118
3359,300 NEW RIVER PKWY,HARDEEVILLE,SC,29927
3360,950 W FARIS RD,GREENVILLE,SC,29605
3361,102 WILLOW LN,SPARTANBURG,SC,29307
3362,400 SE MAIN ST,SIMPSONVILLE,SC,29681
3363,11 BRENDAN WAY,GREENVILLE,SC,29615
3364,305 E GREENVILLE ST,ANDERSON,SC,29621
3365,12B BOARDWALK PL,SENECA,SC,29678
3366,1033 WAPPOO RD,CHARLESTON,SC,29407
3367,3020 SUNSET BLVD,WEST COLUMBIA,SC,29169
3368,2910 E 26TH ST,SIOUX FALLS,SD,57103
3369,330 DAKOTA DUNES BLVD,DAKOTA DUNES,SD,57049
3370,1631 ADDISON AVE,RAPID CITY,SD,57702
3371,2211 8TH AVE NE,ABERDEEN,SD,57401
3372,5955 S HIGHWAY 16,RAPID CITY,SD,57701
3373,2105B S MINNESOTA AVE,SIOUX FALLS,SD,57105
3374,620 W 18TH ST,SIOUX FALLS,SD,57104
3375,708 S ROOSEVELT ST,ABERDEEN,SD,57401
3376,1620 GATEWAY BLVD,MURFREESBORO,TN,37129
3377,7625 HWY 64,MEMPHIS,TN,38133
3378,917 DOLLY PARTON PARKWAY,SEVIERVILLE,TN,37862
3379,701 EAST REELFOOT AVENUE,UNION CITY,TN,38261
3380,314 ERIN DR,KNOXVILLE,TN,37919
3381,1420 W BADDOUR PKWY,LEBANON,TN,37087
3382,1319 SUNSET DR,JOHNSON CITY,TN,37604
3383,3525 KEDRON RD,SPRING HILL,TN,37174
3384,2004 HAYES ST,NASHVILLE,TN,37203
3385,2295 RALEIGH CT,CLARKSVILLE,TN,37043
3386,324,BRISTOL,TN,37620
3387,3700 BRAINERD RD,CHATTANOOGA,TN,37411
3388,2 SHERIDAN SQ,KINGSPORT,TN,37660
3389,266 CHEROKEE PROFESSIONAL PARK,MARYVILLE,TN,37804
3390,2333 KNOB CREEK RD,JOHNSON CITY,TN,37604
3391,124 N HENDERSON AVE,SEVIERVILLE,TN,37862
3392,329 21ST AVE N,NASHVILLE,TN,37203
3393,8066 WALNUT RUN RD,CORDOVA,TN,38018
3394,2809 KIRBY PARKWAY,MEMPHIS,TN,38119
3395,6300 BAUM DR,KNOXVILLE,TN,37919
3396,9333 PARKWEST BLVD,KNOXVILLE,TN,37923
3397,107 E MYRTLE AVE,JOHNSON CITY,TN,37601
3398,6740 REESE ROAD,MEMPHIS,TN,38133
3399,5209 LINBAR DR,NASHVILLE,TN,37211
3400,9051 EXECUTIVE PARK DR,KNOXVILLE,TN,37923
3401,350 BLOUNTVILLE HWY,BRISTOL,TN,37620
3402,310 S WALNUT BEND RD,CORDOVA,TN,38018
3403,805 HATCHER LN,COLUMBIA,TN,38401
3404,2022 CHILHOWEE MEDICAL PARK,MARYVILLE,TN,37804
3405,11440 PARKSIDE DR,KNOXVILLE,TN,37934
3406,1406 TUSCULUM BLVD,GREENEVILLE,TN,37745
3407,2102 E ANDREW JOHNSON HWY,MORRISTOWN,TN,37814
3408,740 TELL ST,ATHENS,TN,37303
3409,5651 FRIST BLVD,HERMITAGE,TN,37076
3410,1027 MINERAL WELLS AVE,PARIS,TN,38242
3411,300 STONECREST BLVD,SMYRNA,TN,37167
3412,3443 DICKERSON PIKE,NASHVILLE,TN,37207
3413,1062 OAK RIDGE TPKE,OAK RIDGE,TN,37830
3414,7 N BELLEVUE BLVD,MEMPHIS,TN,38104
3415,730 N WILLOW AVE,COOKEVILLE,TN,38501
3416,121 E RAVINE RD,KINGSPORT,TN,37660
3417,2515 LIFESTYLE WAY,CHATTANOOGA,TN,37421
3418,1415 OLD WEISGARBER RD,KNOXVILLE,TN,37909
3419,980 PROFESSIONAL PARK DR,CLARKSVILLE,TN,37040
3420,316 N HOLTZCLAW AVE,CHATTANOOGA,TN,37404
3421,4246 HILLGATE CV,MEMPHIS,TN,38118
3422,2710 AMNICOLA HWY,CHATTANOOGA,TN,37406
3423,179 HANCOCK ST,GALLATIN,TN,37066
3424,2150 W POPLAR AVE,COLLIERVILLE,TN,38017
3425,2008 W STATE ST,BRISTOL,TN,37620
3426,6029 WALNUT GROVE RD,MEMPHIS,TN,38120
3427,2116 MCCALLIE AVE,CHATTANOOGA,TN,37404
3428,206 INDIAN LAKE BLVD,HENDERSONVILLE,TN,37075
3429,979 E 3RD ST,CHATTANOOGA,TN,37403
3430,211 SHERWAY RD,KNOXVILLE,TN,37922
3431,779 W FOREST AVE,JACKSON,TN,38301
3432,815 BROOKHOLLOW LN,CHATTANOOGA,TN,37421
3433,129 E DIVISION RD,OAK RIDGE,TN,37830
3434,220 1ST ST NW,CLEVELAND,TN,37311
3435,1309 S JOHN B DENNIS HWY,KINGSPORT,TN,37660
3436,1234 NW BROAD STREET,MURFREESBORO,TN,37129
3437,1 SISKIN PLZ,CHATTANOOGA,TN,37403
3438,1155 KENNEDY DR,MURFREESBORO,TN,37129
3439,748 WALNUT KNOLL LN,CORDOVA,TN,38018
3440,4503 WALKER BLVD,KNOXVILLE,TN,37917
3441,1238 NW BROAD ST,MURFREESBORO,TN,37129
3442,735 W JACKSON ST,COOKEVILLE,TN,38501
3443,1567 NORTH EASTMAN RD,KINGSPORT,TN,37664
3444,300 SPARTA ST,MCMINNVILLE,TN,37110
3445,5715 UPTAIN RD,CHATTANOOGA,TN,37411
3446,1809 GUNBARREL RD,CHATTANOOGA,TN,37421
3447,1567 N EASTMAN RD,KINGSPORT,TN,37664
3448,1089 EASTMORELAND AVE,MEMPHIS,TN,38104
3449,1044 S CUMBERLAND ST,MORRISTOWN,TN,37813
3450,553 HIGHWAY 126,BRISTOL,TN,37620
3451,482 PARK BLVD,ROGERSVILLE,TN,37857
3452,2001 CHARLOTTE AVENUE,NASHVILLE,TN,37203
3453,268 CHEROKEE PROFESSIONAL PARK,MARYVILLE,TN,37804
3454,270 GERMAN OAK DR,CORDOVA,TN,38018
3455,1157 MADISON AVE,MEMPHIS,TN,38104
3456,515 STONECREST PKWY,SMYRNA,TN,37167
3457,2700 WESTSIDE DR NW,CLEVELAND,TN,37312
3458,741 MADISON ST,CLARKSVILLE,TN,37040
3459,6655 QUINCE RD,MEMPHIS,TN,38119
3460,7480 ZIEGLER RD,CHATTANOOGA,TN,37421
3461,211 E BLOUNT AVE,KNOXVILLE,TN,37920
3462,2406 SUSANNAH ST,JOHNSON CITY,TN,37601
3463,121 21ST AVE N,NASHVILLE,TN,37203
3464,1604 LAMONS LN,JOHNSON CITY,TN,37604
3465,87 NELMS RD,GRAYSVILLE,TN,37338
3466,1900 KIRBY PKWY,MEMPHIS,TN,38138
3467,2012 MEMORIAL BLVD,SPRINGFIELD,TN,37172
3468,1754 MADISON ST,CLARKSVILLE,TN,37043
3469,367 VANN DR,JACKSON,TN,38305
3470,803 N THOMPSON LN,MURFREESBORO,TN,37129
3471,237 DOVER RD,CLARKSVILLE,TN,37042
3472,1703 GROVE ST,COLUMBIA,TN,38401
3473,6515 POPLAR AVE,MEMPHIS,TN,38119
3474,114 W SPRINGBROOK DR,JOHNSON CITY,TN,37604
3475,300 E PARKVIEW ST,DYERSBURG,TN,38024
3476,718 THOMPSON LN,NASHVILLE,TN,37204
3477,705 N 2ND ST,CLARKSVILLE,TN,37040
3478,502 PRINCETON RD,JOHNSON CITY,TN,37601
3479,6736 CHARLOTTE PIKE,NASHVILLE,TN,37209
3480,1823 CHARLOTTE AVE,NASHVILLE,TN,37203
3481,314 S MAIN ST,ESTILL SPRINGS,TN,37330
3482,1807 CHURCH ST,NASHVILLE,TN,37203
3483,569 SKYLINE DR,JACKSON,TN,38301
3484,921 S WILLOW AVE,COOKEVILLE,TN,38501
3485,501 19TH ST,KNOXVILLE,TN,37916
3486,1313 W REELFOOT AVE,UNION CITY,TN,38261
3487,5100 POPLAR AVE,MEMPHIS,TN,38137
3488,1505 S PERKINS RD,MEMPHIS,TN,38117
3489,2051B HAMILL RD,HIXSON,TN,37343
3490,722 N WHITE STATION RD,MEMPHIS,TN,38122
3491,151 SHERWAY RD,KNOXVILLE,TN,37922
3492,2400 N OCOEE ST,CLEVELAND,TN,37311
3493,38 N PAULINE ST,MEMPHIS,TN,38105
3494,921 BROAD ST,KINGSPORT,TN,37660
3495,744 W FOREST AVE,JACKSON,TN,38301
3496,1503 HATCHER LN,COLUMBIA,TN,38401
3497,427 N WILLOW AVE,COOKEVILLE,TN,38501
3498,1700 WEST AVE,CROSSVILLE,TN,38555
3499,1076 COURIER PL,SMYRNA,TN,37167
3500,3551 E STONE DR,KINGSPORT,TN,37660
3501,504 JUSTIS DR,GREENEVILLE,TN,37745
3502,900 E YANDELL DR,EL PASO,TX,79902
3503,6020 W PARKER RD,PLANO,TX,75093
3504,376 W MAIN ST,LEWISVILLE,TX,75057
3505,1226 SOUTH LAKE ST,FORT WORTH,TX,76104
3506,2534 W TRENTON RD,EDINBURG,TX,78539
3507,1211 ARION PKWY,SAN ANTONIO,TX,78216
3508,813 N ED CAREY DR,HARLINGEN,TX,78550
3509,8311 BURNET RD,AUSTIN,TX,78757
3510,18585 SIGMA RD,SAN ANTONIO,TX,78258
3511,2619 NE LOOP 286,PARIS,TX,75460
3512,5406 HARRY HINES BLVD,DALLAS,TX,75235
3513,7271 WURZBACH RD,SAN ANTONIO,TX,78240
3514,3727 MONTANA AVE,EL PASO,TX,79903
3515,4455 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78411
3516,3000 RICHMOND AVE,HOUSTON,TX,77098
3517,1614 LOUETTA RD,SPRING,TX,77388
3518,1901 BABCOCK RD,SAN ANTONIO,TX,78229
3519,200 COLE ST,DALLAS,TX,75207
3520,4102 S CLEAR CREEK RD,KILLEEN,TX,76549
3521,1708 COIT RD,PLANO,TX,75075
3522,1400 COLLEGE ST,SULPHUR SPRINGS,TX,75482
3523,825 WATTERS CREEK BLVD,ALLEN,TX,75013
3524,1111 RAINTREE CIR,ALLEN,TX,75013
3525,10609 W IH 10,SAN ANTONIO,TX,78230
3526,302 LORENALY DR,BROWNSVILLE,TX,78526
3527,312 W UNIVERSITY DR,EDINBURG,TX,78539
3528,510 W INTERSTATE 30,GARLAND,TX,75043
3529,6103 W AMARILLO BLVD,AMARILLO,TX,79106
3530,8637 FREDERICKSBURG RD,SAN ANTONIO,TX,78240
3531,1226 S LAKE ST,FORT WORTH,TX,76104
3532,1921 E 37TH ST,ODESSA,TX,79762
3533,628 S PRESA ST,SAN ANTONIO,TX,78210
3534,4541 N JOSEY LN,CARROLLTON,TX,75010
3535,300 E SONTERRA BLVD,SAN ANTONIO,TX,78258
3536,4115 MEDICAL DR,SAN ANTONIO,TX,78229
3537,704 GASLIGHT BLVD,LUFKIN,TX,75904
3538,27027 WESTHEIMER PKWY,KATY,TX,77494
3539,11155 MAIN ST,HOUSTON,TX,77025
3540,1306 N MALINCHE AVE,LAREDO,TX,78043
3541,512 E DOVE AVE,MCALLEN,TX,78504
3542,511 N HEWITT DR,HEWITT,TX,76643
3543,2101 W 7TH AVE,CORSICANA,TX,75110
3544,3185 CALDER ST,BEAUMONT,TX,77702
3545,3506 BUCHANAN ST,WICHITA FALLS,TX,76308
3546,5255 WOODROW BEAN,EL PASO,TX,79924
3547,1417 S LOOP W,HOUSTON,TX,77054
3548,17270 RED OAK DR,HOUSTON,TX,77090
3549,13785 RESEARCH BLVD,AUSTIN,TX,78750
3550,1069 E GONZALES,SEGUIN,TX,78155
3551,500 N COIT RD,RICHARDSON,TX,75080
3552,5209 S MCCOLL RD,EDINBURG,TX,78539
3553,209 E BEN WHITE BLVD,AUSTIN,TX,78704
3554,422 N GREEN ST,LONGVIEW,TX,75601
3555,2457 S LOOP 4,BUDA,TX,78610
3556,20639 KUYKENDAHL RD,SPRING,TX,77379
3557,6767 LAKE WOODLANDS DR,THE WOODLANDS,TX,77382
3558,519 BRYAN ST,DENTON,TX,76201
3559,ORTHOTICS SPECIALIST DBA HILL COUNTRY ORTHOTICS AND PRO,SAN ANTONIO,TX,78211
3560,5481 BLAIR RD,DALLAS,TX,75231
3561,2502 W OHIO AVE,MIDLAND,TX,79701
3562,1821 SESAME ST,HARLINGEN,TX,78550
3563,111 W ANDERSON LN,AUSTIN,TX,78752
3564,2260 TRAWOOD DR,EL PASO,TX,79935
3565,600 N MCCOLL RD,MCALLEN,TX,78501
3566,226 S ENTERPRIZE PKWY,CORPUS CHRISTI,TX,78405
3567,2000 CRAWFORD ST,HOUSTON,TX,77002
3568,3141 EAGLES NEST ST,ROUND ROCK,TX,78665
3569,1120 MEDICAL DR,TYLER,TX,75701
3570,1301 MEDICAL PKWY,CEDAR PARK,TX,78613
3571,20320 NORTHWEST FWY,JERSEY VILLAGE,TX,77065
3572,1015 SWANSON ST,HOUSTON,TX,77030
3573,15303 HUEBNER RD,SAN ANTONIO,TX,78248
3574,2112 E VILLA MARIA RD,BRYAN,TX,77802
3575,7324 SOUTHWEST FWY,HOUSTON,TX,77074
3576,800 E CALIFORNIA ST,GAINESVILLE,TX,76240
3577,11301 FALLBROOK DR,HOUSTON,TX,77065
3578,7619 UNIVERSITY AVE,LUBBOCK,TX,79423
3579,1202 HICKORY ST,ABILENE,TX,79601
3580,3129 KINGSLEY DR,PEARLAND,TX,77584
3581,1005 E SAINT ELMO RD,AUSTIN,TX,78745
3582,2707 S 37TH ST,TEMPLE,TX,76504
3583,900 N MOUND ST,NACOGDOCHES,TX,75961
3584,3395 PLAZA 10 DR,BEAUMONT,TX,77707
3585,4531 AYERS ST,CORPUS CHRISTI,TX,78415
3586,8203 WILLOW PLACE DR S,HOUSTON,TX,77070
3587,9888 BISSONNET ST,HOUSTON,TX,77036
3588,138 1ST ST W,HUMBLE,TX,77338
3589,17115 RED OAK DR,HOUSTON,TX,77090
3590,3503 WILD CHERRY DR,AUSTIN,TX,78738
3591,5700 N EXPRESSWAY 77/83,BROWNSVILLE,TX,78526
3592,10615 PERRIN BEITEL RD,SAN ANTONIO,TX,78217
3593,205 GLASCOW ST,VICTORIA,TX,77904
3594,1401 W MAGNOLIA AVE,FORT WORTH,TX,76104
3595,555 ROUND ROCK WEST DR,ROUND ROCK,TX,78681
3596,439 MASON PARK BLVD,KATY,TX,77450
3597,230 SPRING HILL DR,SPRING,TX,77386
3598,2921 COUNTRY CLUB RD,DENTON,TX,76210
3599,24668 KINGSLAND BLVD,KATY,TX,77494
3600,935 S KIMBALL AVE,SOUTHLAKE,TX,76092
3601,11809 DOMAIN DR,AUSTIN,TX,78758
3602,2267 TRAWOOD DR,EL PASO,TX,79935
3603,1821 W FRANK AVE,LUFKIN,TX,75904
3604,15900 PRESTON RD,DALLAS,TX,75248
3605,1626 W HWY 287 BUS,WAXAHACHIE,TX,75165
3606,719 N 2ND ST,LONGVIEW,TX,75601
3607,99 CHEEK SPARGER RD,COLLEYVILLE,TX,76034
3608,5373 W ALABAMA ST,HOUSTON,TX,77056
3609,3737 N LOY LAKE RD,SHERMAN,TX,75090
3610,7020 EASY WIND DR,AUSTIN,TX,78752
3611,18707 HARDY OAK BLVD,SAN ANTONIO,TX,78258
3612,2525 W BELLFORT AVE,HOUSTON,TX,77054
3613,1028 E IDEL ST,TYLER,TX,75701
3614,2435 CONCHO LOOP,NEW BRAUNFELS,TX,78130
3615,1019 HOMER ST,HOUSTON,TX,77091
3616,2612 SIRIUS DRIVE,DENTON,TX,76208
3617,7410 JOHN SMITH DR,SAN ANTONIO,TX,78229
3618,16325 WESTHEIMER RD,HOUSTON,TX,77082
3619,3451 PLANO PKWY,LEWISVILLE,TX,75056
3620,815 MARKET ST,GALVESTON,TX,77550
3621,8906 WALL ST,AUSTIN,TX,78754
3622,9400 LAKEVIEW PKWY,ROWLETT,TX,75088
3623,6631 S ZARZAMORA ST,SAN ANTONIO,TX,78211
3624,101 BOURLAND RD,KELLER,TX,76248
3625,750 FISH CREEK THOROUGHFARE,MONTGOMERY,TX,77316
3626,1301 BARBARA JORDAN BLVD,AUSTIN,TX,78723
3627,1326 SANTA FE ST,CORPUS CHRISTI,TX,78404
3628,12315 JUDSON RD,LIVE OAK,TX,78233
3629,912 S CAPITAL OF TEXAS HWY,WEST LAKE HILLS,TX,78746
3630,2380 DEAN WAY,SOUTHLAKE,TX,76092
3631,420 WATER STREET,KERRVILLE,TX,78028
3632,4714 COYOTE TRL,DALLAS,TX,75227
3633,2115,NEW BRAUNFELS,TX,78130
3634,4001 N MAYS ST,ROUND ROCK,TX,78665
3635,7220 LOUIS PASTEUR DR,SAN ANTONIO,TX,78229
3636,816 S FLEISHEL AVE,TYLER,TX,75701
3637,3504 RICHMOND RD,TEXARKANA,TX,75503
3638,201 W HILLSIDE RD,LAREDO,TX,78041
3639,4204 GARDENDALE ST,SAN ANTONIO,TX,78229
3640,15301 SPECTRUM DR,ADDISON,TX,75001
3641,17490 HIGHWAY 3,WEBSTER,TX,77598
3642,8923 CULEBRA RD,SAN ANTONIO,TX,78251
3643,3910 GASTON AVE,DALLAS,TX,75246
3644,3050 S CENTER ST,ARLINGTON,TX,76014
3645,521 GASLIGHT BLVD,LUFKIN,TX,75904
3646,1719 11TH ST,HUNTSVILLE,TX,77340
3647,4321 MARSHA SHARP FWY,LUBBOCK,TX,79407
3648,11011 S WILCREST DR,HOUSTON,TX,77099
3649,7320 US HIGHWAY 90A,SUGAR LAND,TX,77478
3650,1105 CENTRAL EXPY N,ALLEN,TX,75013
3651,1444 N CENTRAL EXPY,MCKINNEY,TX,75070
3652,1000 S LOOP W,HOUSTON,TX,77054
3653,2216 N 10TH ST,MCALLEN,TX,78501
3654,900 E HWY 77,SAN BENITO,TX,78586
3655,3900 LA BRANCH ST,HOUSTON,TX,77004
3656,5445 LA SIERRA DR,DALLAS,TX,75231
3657,7400 LOUIS PASTEUR,SAN ANTONIO,TX,78229
3658,501 N ED CAREY DR,HARLINGEN,TX,78550
3659,2408 COGGIN AVE,BROWNWOOD,TX,76801
3660,1411 W HOUSTON ST,SHERMAN,TX,75092
3661,1 MEDIC LANE,ALVIN,TX,77511
3662,11790 S WILCREST DR,HOUSTON,TX,77099
3663,1000 POST N PADDOCK ST,GRAND PRAIRIE,TX,75050
3664,1223 ARION PKWY,SAN ANTONIO,TX,78216
3665,7220 LOUIS PASTEUR,SAN ANTONIO,TX,78229
3666,7700 SAN JACINTO PL,PLANO,TX,75024
3667,11261 RICHMOND AVE,HOUSTON,TX,77082
3668,1501 MISSOURI AVE,EL PASO,TX,79902
3669,441 S WESTERN ST,AMARILLO,TX,79106
3670,1602 ROCK PRAIRIE RD,COLLEGE STATION,TX,77845
3671,2013 WELLS BRANCH PKWY,AUSTIN,TX,78728
3672,8800 BISSONNET ST,HOUSTON,TX,77074
3673,5460 BABCOCK RD,SAN ANTONIO,TX,78240
3674,212 N MAIN ST,DUNCANVILLE,TX,75116
3675,9900 N CENTRAL EXPY,DALLAS,TX,75231
3676,98 BRIGGS ST,SAN ANTONIO,TX,78224
3677,350 WESTPARK WAY,EULESS,TX,76040
3678,2211 S 57TH ST,TEMPLE,TX,76504
3679,3901 MONTANA AVE,EL PASO,TX,79903
3680,8998 KIRBY DR,HOUSTON,TX,77054
3681,6116 OAKBEND TRL,FORT WORTH,TX,76132
3682,1393 GEORGE DIETER DR,EL PASO,TX,79936
3683,6601 EVERHART RD,CORPUS CHRISTI,TX,78413
3684,5720 VALLEY ST,ALVARADO,TX,76009
3685,701 TURTLE CREEK DR,TYLER,TX,75701
3686,4800 NE STALLINGS DR,NACOGDOCHES,TX,75965
3687,1017 SWANSON ST,HOUSTON,TX,77030
3688,330 INDUSTRIAL BLVD,MCKINNEY,TX,75069
3689,302 E NAKOMA ST,SAN ANTONIO,TX,78216
3690,4104 RICHMOND MDWS,TEXARKANA,TX,75503
3691,2411 NE LOOP 410,SAN ANTONIO,TX,78217
3692,3906 N LAMAR BLVD,AUSTIN,TX,78756
3693,810 N LLANO ST,FREDERICKSBURG,TX,78624
3694,9547 HUEBNER RD,SAN ANTONIO,TX,78240
3695,905 HOLLIDAY ST,WICHITA FALLS,TX,76301
3696,1917 S BECKHAM AVE,TYLER,TX,75701
3697,1001 LOUISIANA AVE,CORPUS CHRISTI,TX,78404
3698,1120 S 31ST ST,TEMPLE,TX,76504
3699,2711 CARTWRIGHT RD,MISSOURI CITY,TX,77459
3700,9301 N CENTRAL EXPY,DALLAS,TX,75231
3701,1220 N COIT RD,PLANO,TX,75075
3702,6500 GREENVILLE AVE,DALLAS,TX,75206
3703,1204 WALKER ROAD,MARLIN,TX,76661
3704,16607 BLANCO RD,SAN ANTONIO,TX,78232
3705,6600 SANGER AVE,WACO,TX,76710
3706,158 E SONTERRA BLVD,SAN ANTONIO,TX,78258
3707,414 E LOOP 281,LONGVIEW,TX,75605
3708,3440 BELL ST,AMARILLO,TX,79109
3709,2222 WESTERN TRAILS BLVD,AUSTIN,TX,78745
3710,2911 MEDICAL ARTS ST,AUSTIN,TX,78705
3711,2122 BABCOCK RD,SAN ANTONIO,TX,78229
3712,507 WACO ST,CONROE,TX,77301
3713,2222 MORGAN AVE,CORPUS CHRISTI,TX,78405
3714,8449 W BELLFORT ST,HOUSTON,TX,77071
3715,105 N 7TH ST,JUNCTION,TX,76849
3716,850 FM 1960 RD W,HOUSTON,TX,77090
3717,1527 BROWN ST,EL PASO,TX,79902
3718,12890 HILLCREST RD,DALLAS,TX,75230
3719,2147 EL INDIO HWY,EAGLE PASS,TX,78852
3720,2105 FRANKLIN AVE,WACO,TX,76701
3721,4534 WESTGATE BLVD,AUSTIN,TX,78745
3722,1800 N MESA ST,EL PASO,TX,79902
3723,1638 W IRVING BLVD,IRVING,TX,75061
3724,8000 ANDERSON SQ,AUSTIN,TX,78757
3725,7320 HIGHWAY 90A,SUGAR LAND,TX,77478
3726,930 PROTON RD,SAN ANTONIO,TX,78258
3727,804 BROOK AVE,WICHITA FALLS,TX,76301
3728,1718 FRY RD,HOUSTON,TX,77084
3729,1340 WONDER WORLD DR,SAN MARCOS,TX,78666
3730,2051 SOUTH WHEELER,JASPER,TX,75951
3731,2452 CALDER ST,BEAUMONT,TX,77702
3732,3516 HIGHWAY 365,NEDERLAND,TX,77627
3733,8519 CALLAGHAN RD,SAN ANTONIO,TX,78230
3734,5485 SUMMERHILL RD,TEXARKANA,TX,75503
3735,7525 SOUTH FWY,HOUSTON,TX,77021
3736,1139 SE MILITARY DR,SAN ANTONIO,TX,78214
3737,945 LOOP 337,NEW BRAUNFELS,TX,78130
3738,11230 WEST AVE,SAN ANTONIO,TX,78213
3739,10114 HUEBNER RD,SAN ANTONIO,TX,78240
3740,3909 N MESA ST,EL PASO,TX,79902
3741,2648 34TH ST,LUBBOCK,TX,79410
3742,8239 ALMEDA RD,HOUSTON,TX,77054
3743,7675 MEMORIAL BLVD,PORT ARTHUR,TX,77640
3744,201 COLONNADE PKWY,WACO,TX,76712
3745,1721 W PLANO PKWY,PLANO,TX,75075
3746,1608 AVENUE N,LUBBOCK,TX,79401
3747,7254 BLANCO RD,SAN ANTONIO,TX,78216
3748,3125 MATLOCK RD,ARLINGTON,TX,76015
3749,4818 S JACKSON RD,EDINBURG,TX,78539
3750,3411 MARKET LOOP,TEMPLE,TX,76502
3751,1104 W 34TH ST,AUSTIN,TX,78705
3752,320 W WATER ST,KERRVILLE,TX,78028
3753,2201 BROOKHOLLOW PLAZA DR,ARLINGTON,TX,76006
3754,3030 MATLOCK RD,ARLINGTON,TX,76015
3755,3900 JOE RAMSEY BLVD E,GREENVILLE,TX,75401
3756,625 UNIVERSITY BLVD,GALVESTON,TX,77550
3757,5826 ESPLANADE DR,CORPUS CHRISTI,TX,78414
3758,4 MEDICAL DR,AMARILLO,TX,79106
3759,2611 E 29TH ST,BRYAN,TX,77802
3760,7959 FREDERICKSBURG RD,SAN ANTONIO,TX,78229
3761,12926 WILLOW CHASE DR,HOUSTON,TX,77070
3762,7777 FOREST LN,DALLAS,TX,75230
3763,801 BROOKLYN AVE,SAN ANTONIO,TX,78215
3764,3560 S ALAMEDA ST,CORPUS CHRISTI,TX,78411
3765,2525 W BELLFORT ST,HOUSTON,TX,77054
3766,8000 HIGHWAY 242,CONROE,TX,77385
3767,17490 STATE HWY 3,WEBSTER,TX,77598
3768,500 SPRING HILL DR,SPRING,TX,77386
3769,4010 SANDY BROOK DR,ROUND ROCK,TX,78665
3770,7400 LOUIS PASTEUR DR,SAN ANTONIO,TX,78229
3771,500 MEDICAL CENTER BLVD,CONROE,TX,77304
3772,411O S CLEAR CREEK ROAD,KILLEEN,TX,76549
3773,104 TEAKWOOD,VICTORIA,TX,77901
3774,4118 MCCULLOUGH,SAN ANTONIO,TX,78212
3775,2410 WYCON DR,WACO,TX,76712
3776,1000 SOUTH LOOP W,HOUSTON,TX,77054
3777,1705 W NORTHWEST HWY,GRAPEVINE,TX,76051
3778,1601 HIGHWAY 59 LOOP N,LIVINGSTON,TX,77351
3779,1340 CYPRESS STATION DR,HOUSTON,TX,77090
3780,812 N 4TH ST,LONGVIEW,TX,75601
3781,430 FM 306,NEW BRAUNFELS,TX,78130
3782,623 N SAM HOUSTON AVE,ODESSA,TX,79761
3783,5301 DAVIS LANE,AUSTIN,TX,78749
