index,Address,City,State2,Zip5
1903,5181 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525
1904,2035 ASHER CT,EAST LANSING,MI,48823
1905,2254 S M 30,WEST BRANCH,MI,48661
1906,502 S HAMILTON ST,SAGINAW,MI,48602
1907,3499 S LINDEN RD,FLINT,MI,48507
1908,18325 E 10 MILE RD,ROSEVILLE,MI,48066
1909,1866 N US HIGHWAY 23,EAST TAWAS,MI,48730
1910,1887 E SHERMAN BLVD,MUSKEGON,MI,49444
1911,2145 UNIVERSITY PARK DR,OKEMOS,MI,48864
1912,709 MIDWAY AVE,SAINT JOSEPH,MI,49085
1913,4442 GENESYS PKWY,GRAND BLANC,MI,48439
1914,24781 5 MILE RD,REDFORD,MI,48239
1915,977 W 72ND ST,NEWAYGO,MI,49337
1916,940 RIVER CENTRE DR,PORT HURON,MI,48060
1917,515 MICHIGAN ST NE,GRAND RAPIDS,MI,49503
1918,913 E LUDINGTON AVE,LUDINGTON,MI,49431
1919,1806 E PARKDALE AVE,MANISTEE,MI,49660
1920,1415 KILBORN DR,PETOSKEY,MI,49770
1921,401 MUNSON AVE,TRAVERSE CITY,MI,49686
1922,1015 COMMERCE DR,MARQUETTE,MI,49855
1923,1115 S HEMLOCK ST,IRON MOUNTAIN,MI,49801
1924,2419 LUDINGTON ST,ESCANABA,MI,49829
1925,509 S SUPERIOR AVE,BARAGA,MI,49908
1926,2147 PROFESSIONAL DR,GAYLORD,MI,49735
1927,2425 S LINDEN RD,FLINT,MI,48532
1928,4585 WASHTENAW AVE,ANN ARBOR,MI,48108
1929,5316 E PICKARD ST,MOUNT PLEASANT,MI,48858
1930,5401 PORTAGE RD,PORTAGE,MI,49002
1931,39830 GRAND RIVER AVE,NOVI,MI,48375
1932,647 W WARWICK DR,ALMA,MI,48801
1933,21020 KELLY RD,EASTPOINTE,MI,48021
1934,1320 MILLARD RD,THREE RIVERS,MI,49093
1935,501 COURT ST,SAULT SAINTE MARIE,MI,49783
1936,1078 EAST,MUSKEGON,MI,49444
1937,4024 PARK EAST CT SE,GRAND RAPIDS,MI,49546
1938,2500 NILES RD,SAINT JOSEPH,MI,49085
1939,2645 W HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629
1940,2318 GULL RD,KALAMAZOO,MI,49048
1941,2855 CAPITAL AVE SW,BATTLE CREEK,MI,49015
1942,131 COLUMBIA AVE E,BATTLE CREEK,MI,49015
1943,424 RIVERSIDE DR,BATTLE CREEK,MI,49015
1944,2387 S LINDEN RD,FLINT,MI,48532
1945,43000 W 9 MILE RD,NOVI,MI,48375
1946,276 SOUTHBOUND GRATIOT AVE,MOUNT CLEMENS,MI,48043
1947,106 S GREENVILLE WEST DR,GREENVILLE,MI,48838
1948,1225 W FRONT ST,TRAVERSE CITY,MI,49684
1949,1116 E BIG BEAVER RD,TROY,MI,48083
1950,360 LAFAYETTE AVE SE,GRAND RAPIDS,MI,49503
1951,341 LONG RAPIDS PLZ,ALPENA,MI,49707
1952,120 N MICHIGAN AVE,BIG RAPIDS,MI,49307
1953,8865 PROFESSIONAL DR,CADILLAC,MI,49601
1954,740 S MAIN ST,CHEBOYGAN,MI,49721
1955,12662 RILEY ST,HOLLAND,MI,49424
1956,4025 HOLT RD,HOLT,MI,48842
1957,604 GALEN ST,GRAYLING,MI,49738
1958,332 E LINCOLN AVE,ROYAL OAK,MI,48067
1959,13850 E 12 MILE RD,WARREN,MI,48088
1960,20075 3RD ST,HANCOCK,MI,49930
1961,2726 N SAGINAW RD,MIDLAND,MI,48640
1962,G1213 N BALLENGER HWY,FLINT,MI,48504
1963,3375 CARVER DRIVE,SAGINAW,MI,48603
1964,13450 FARMINGTON ROAD,LIVONIA,MI,48150
1965,19070 E 10 MILE RD,EASTPOINTE,MI,48021
1966,26850 PROVIDENCE PKWY,NOVI,MI,48374
1967,30021 GREENFIELD RD,SOUTHFIELD,MI,48076
1968,200 WOODLAND PASS,EAST LANSING,MI,48823
1969,28455 HAGGERTY RD,NOVI,MI,48377
1970,4029 W MAIN,KALAMAZOO,MI,49006
1971,24395 GREENFIELD RD,SOUTHFIELD,MI,48075
1972,1200 S WASHINGTON AVE,LANSING,MI,48910
1973,10020 PROFESSIONAL CANTER DR,HAMBURG,MI,48139
1974,140 S MAIN ST,YALE,MI,48097
1975,4466 W BRISTOL RD,FLINT,MI,48507
1976,1326 E CENTER ST,ITHACA,MI,48847
1977,2255 S LINDEN RD,FLINT,MI,48532
1978,2075 E WEST MAPLE RD,COMMERCE TOWNSHIP,MI,48390
1979,1303 MAIN STREET,CHELSEA,MI,48213
1980,19251 MACK AVE,GROSSE POINTE WOODS,MI,48236
1981,841 HEALTH PARK BLVD,GRAND BLANC,MI,48439
1982,4955 E BELTLINE AVE NE,GRAND RAPIDS,MI,49525
1983,3901 STONEGATE PARK,SAINT JOSEPH,MI,49085
1984,14725 NORTHLINE RD,SOUTHGATE,MI,48195
1985,1309 SHELDON RD,GRAND HAVEN,MI,49417
1986,5315 ELLIOTT DR,YPSILANTI,MI,48197
1987,420 W RUSSELL ST,SALINE,MI,48176
1988,7575 GRAND RIVER RD,BRIGHTON,MI,48114
1989,526 N TELEGRAPH RD,MONROE,MI,48162
1990,4550 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525
1991,1717,TROY,MI,48083
1992,5315 ELLIOTT DRIVE,YPSILANTI,MI,48197
1993,200 N HOMER ST,LANSING,MI,48912
1994,29919 NORTHWESTERN HIGHWAY,SOUTHFIELD,MI,48034
1995,15400 NORTHLINE RD,SOUTHGATE,MI,48195
1996,2598 GENESYS PKWY,GRAND BLANC,MI,48439
1997,5123 N ROYAL DR,TRAVERSE CITY,MI,49684
1998,6438 WOODWARD AVE,DETROIT,MI,48202
1999,41400 DEQUINDRE RD,STERLING HEIGHTS,MI,48314
2000,3469 E GRAND RIVER AVE,HOWELL,MI,48843
2001,235 WEALTHY ST SE,GRAND RAPIDS,MI,49503
2002,1111 LEFFINGWELL AVE NE,GRAND RAPIDS,MI,49525
2003,4000 HIGHLAND RD,WATERFORD,MI,48328
2004,4915 STANTON BLVD,MONTAGUE,MI,49437
2005,841 WEST WASHINGTON STREET,MARQUETTE,MI,49855
2006,1219 E SAGINAW ST,LANSING,MI,48906
2007,2680 LEONARD ST NE,GRAND RAPIDS,MI,49525
2008,744 W MICHIGAN AVE,JACKSON,MI,49201
2009,32975 8 MILE RD,LIVONIA,MI,48152
2010,555 MIDTOWNE ST NE,GRAND RAPIDS,MI,49503
2011,2373 64TH ST SW,BYRON CENTER,MI,49315
2012,1174 W FRONT ST,MONROE,MI,48161
2013,2721 UNIVERSITY DR,AUBURN HILLS,MI,48326
2014,19189 15 MILE RD,CLINTON TOWNSHIP,MI,48035
2015,431 FRONT ST,REPUBLIC,MI,49879
2016,2799 W GRAND BLVD,DETROIT,MI,48202
2017,4800 HIGHLAND RD,WATERFORD,MI,48328
2018,525 E JEFFERSON AVE,DETROIT,MI,48226
2019,5161 CARDINAL PARK DR,SAGINAW,MI,48604
2020,210 S EUCLID AVE,BAY CITY,MI,48706
2021,8589 GULL RD,RICHLAND,MI,49083
2022,230 MICHIGAN ST NE,GRAND RAPIDS,MI,49503
2023,80 68TH ST SE,GRAND RAPIDS,MI,49548
2024,92 W CHICAGO ST,COLDWATER,MI,49036
2025,5228 LOVERS LN,PORTAGE,MI,49002
2026,29840 HARPER AVE,SAINT CLAIR SHORES,MI,48082
2027,7800 US 131 S,CADILLAC,MI,49601
2028,1414 W FAIR AVE,MARQUETTE,MI,49855
2029,410 W ICE LAKE RD,IRON RIVER,MI,49935
2030,611 COURT ST,WEST BRANCH,MI,48661
2031,16988 FARMINGTON RD,LIVONIA,MI,48154
2032,200 N HOMER,LANSING,MI,48912
2033,2780 CHARLEVOIX AVE,PETOSKEY,MI,49770
2034,28801 WOODWARD AVE,BERKLEY,MI,48072
2035,306 BECKER AVE SW,WILLMAR,MN,56201
2036,910 E 26TH ST,MINNEAPOLIS,MN,55404
2037,1073 HIGHWAY 15 S,HUTCHINSON,MN,55350
2038,2805 CAMPUS DR,PLYMOUTH,MN,55441
2039,10 CENTRAL AVE,OSSEO,MN,55369
2040,4706 WILDERNESS CT,BRAINERD,MN,56401
2041,1400 MADISON AVE,MANKATO,MN,56001
2042,121 23RD AVE SW,ROCHESTER,MN,55902
2043,214 FRONT ST W,DETROIT LAKES,MN,56501
2044,155 1ST AVE SW,ROCHESTER,MN,55902
2045,112 1ST ST S,BUFFALO,MN,55313
2046,2380 TROOP DR,SARTELL,MN,56377
2047,717 E CENTRAL ENTRANCE LOWR LEVEL,DULUTH,MN,55811
2048,2545 CHICAGO AVE,MINNEAPOLIS,MN,55404
2049,165 19TH ST S,SARTELL,MN,56377
2050,555 PARK ST,SAINT PAUL,MN,55103
2051,215 RADIO DR,WOODBURY,MN,55125
2052,6601 LYNDALE AVE S,RICHFIELD,MN,55423
2053,925 EAST SUPERIOR ST,DULUTH,MN,55802
2054,584 S CHERRY DR,WACONIA,MN,55387
2055,1901 SOUTH ST,DULUTH,MN,55812
2056,8338 HIGHWAY 65 NE,SPRING LAKE PARK,MN,55432
2057,15 W CENTER ST,ROCHESTER,MN,55902
2058,675 E NICOLLET BLVD,BURNSVILLE,MN,55337
2059,1079 10TH AVE SE,MINNEAPOLIS,MN,55414
2060,563 BIELENBERG DR,WOODBURY,MN,55125
2061,1570 BEAM AVE,MAPLEWOOD,MN,55109
2062,710 VALLEY ST,HAWLEY,MN,56549
2063,108 AVON AVE N,AVON,MN,56310
2064,300 CATLIN ST,BUFFALO,MN,55313
2065,510 22ND AVE E,ALEXANDRIA,MN,56308
2066,13143 LAKE PLACE RD,ZIMMERMAN,MN,55398
2067,1300 ANNE ST NW,BEMIDJI,MN,56601
2068,360 SHERMAN ST,SAINT PAUL,MN,55102
2069,817 PORTLAND AVE,MINNEAPOLIS,MN,55404
2070,3111 124TH AVE NW,COON RAPIDS,MN,55433
2071,8290 UNIVERSITY AVE NE,FRIDLEY,MN,55432
2072,20 2ND AVE SW,ROCHESTER,MN,55902
2073,1279 S POKEGAMA AVE,GRAND RAPIDS,MN,55744
2074,3835 SUPREME CT NW,BEMIDJI,MN,56601
2075,14395 23RD AVE N,PLYMOUTH,MN,55447
2076,310 SMITH AVE N,SAINT PAUL,MN,55102
2077,1101 E 37TH ST,HIBBING,MN,55746
2078,728 SUNSET DR,FARMINGTON,MO,63640
2079,44 DOCTORS PARK,CAPE GIRARDEAU,MO,63703
2080,4483 FOREST PARK AVE,SAINT LOUIS,MO,63108
2081,2340 E MEYER BLVD,KANSAS CITY,MO,64132
2082,407 BURKARTH RD,WARRENSBURG,MO,64093
2083,3011 BALTIMORE AVE,KANSAS CITY,MO,64108
2084,1828 E 9TH ST,TRENTON,MO,64683
2085,1343 N WESTWOOD BLVD,POPLAR BLUFF,MO,63901
2086,4001 BLUE PKWY,KANSAS CITY,MO,64130
2087,702 E OHIO ST,CLINTON,MO,64735
2088,3436A MCKELVEY RD,BRIDGETON,MO,63044
2089,4900 S ARROWHEAD DR,INDEPENDENCE,MO,64055
2090,215 S 2ND ST,BRANSON,MO,65616
2091,912 IDA ST,POPLAR BLUFF,MO,63901
2092,343 S KIRKWOOD RD,SAINT LOUIS,MO,63122
2093,1307 W 20TH ST,JOPLIN,MO,64804
2094,802 MIDPOINT DR,O FALLON,MO,63366
2095,4921 PARKVIEW PL,SAINT LOUIS,MO,63110
2096,411 N CENTRAL AVE,MONETT,MO,65708
2097,3559 AMAZONAS DR,JEFFERSON CITY,MO,65109
2098,811 DAIRY ST,MONETT,MO,65708
2099,2510 HAMPTON AVE,SAINT LOUIS,MO,63139
2100,1001 SOUTHWEST BLVD,JEFFERSON CITY,MO,65109
2101,727 N NEW BALLAS RD,CREVE COEUR,MO,63141
2102,9302 E 40 HWY,INDEPENDENCE,MO,64055
2103,2530 S MAIDEN LN,JOPLIN,MO,64804
2104,785 E DRAKE ST,BOLIVAR,MO,65613
2105,3533 DUNN RD,FLORISSANT,MO,63033
2106,4400 CLAYTON AVE,SAINT LOUIS,MO,63110
2107,3407 BERRYWOOD DR,COLUMBIA,MO,65201
2108,101 OLYMPIC WAY,SAINT PETERS,MO,63376
2109,777 S NEW BALLAS RD,SAINT LOUIS,MO,63141
2110,12266 DEPAUL DR,BRIDGETON,MO,63044
2111,748 MARSHALL AVE,WEBSTER GROVES,MO,63119
2112,1101 LAKEVIEW AVE,COLUMBIA,MO,65201
2113,515 N COLLEGE AVE,COLUMBIA,MO,65201
2114,2021 S WAVERLY AVE,SPRINGFIELD,MO,65804
2115,915 W PINE ST,POPLAR BLUFF,MO,63901
2116,1479 HIGHWAY 61,FESTUS,MO,63028
2117,1084 OLD DES PERES RD,SAINT LOUIS,MO,63131
2118,1001 DIAMOND RDG,JEFFERSON CITY,MO,65109
2119,3003 S KANSAS EXPY,SPRINGFIELD,MO,65807
2120,1005 W SAINT MAARTENS DR,SAINT JOSEPH,MO,64506
2121,2312 CONNECTCUT,JOPLIN,MO,64804
2122,3250 S DELAWARE AVE,SPRINGFIELD,MO,65804
2123,19550 E 39TH ST S,INDEPENDENCE,MO,64057
2124,1531 W 32ND ST,JOPLIN,MO,64804
2125,115 W BROADWAY BLVD,SEDALIA,MO,65301
2126,2790 CLAY EDWARDS DR,NORTH KANSAS CITY,MO,64116
2127,405 W 6TH ST,ROLLA,MO,65401
2128,1834 CRAIG RD,SAINT LOUIS,MO,63146
2129,1269 N ROBIN ST,NIXA,MO,65714
2130,2534 WILLIAM ST,CAPE GIRARDEAU,MO,63703
2131,1 HOSPITAL DR,COLUMBIA,MO,65212
2132,1338 N BELT HWY,SAINT JOSEPH,MO,64506
2133,3065 WILLIAM ST,CAPE GIRARDEAU,MO,63703
2134,308 N KENTUCKY ST,WEST PLAINS,MO,65775
2135,2700 CUNNINGHAM AVE,JOPLIN,MO,64804
2136,1010 CARONDELET DR,KANSAS CITY,MO,64114
2137,2409 OAKFIELD DR,COLUMBIA,MO,65202
2138,9665 PAGE AVENUE,OVERLAND,MO,63132
2139,4320 WORNALL RD,KANSAS CITY,MO,64111
2140,2110 S BALTIMORE ST,KIRKSVILLE,MO,63501
2141,2401 GILLHAM RD,KANSAS CITY,MO,64108
2142,19210 E 39TH ST S,INDEPENDENCE,MO,64057
2143,2700 CLAY EDWARDS DR,NORTH KANSAS CITY,MO,64116
2144,13131 TESSON FERRY RD,SAINT LOUIS,MO,63128
2145,150 SAINT PETERS CENTRE BLVD,SAINT PETERS,MO,63376
2146,9719 OLIVE BLVD,OLIVETTE,MO,63132
2147,316 TIGER LN,COLUMBIA,MO,65203
2148,11229 CONCORD VILLAGE AVE,SAINT LOUIS,MO,63123
2149,615 S VANDEVENTER AVE,SAINT LOUIS,MO,63110
2150,14384 S OUTER 40,ST. LOUIS,MO,63017
2151,845 N NEW BALLAS CT,SAINT LOUIS,MO,63141
2152,142 JUNGERMANN ROAD,ST. PETERS,MO,63376
2153,2100 S BRENTWOOD BLVD,SPRINGFIELD,MO,65804
2154,12660 LAMPLIGHTER SQR SHPPNG CTR,SAINT LOUIS,MO,63128
2155,2262 WELDON PKWY,SAINT LOUIS,MO,63146
2156,5467 HIGHLAND PARK DR,SAINT LOUIS,MO,63110
2157,833 WEBER RD,FARMINGTON,MO,63640
2158,2 OLD RIVER PL,JACKSON,MS,39202
2159,1302 44TH AVE,GULFPORT,MS,39501
2160,199 CHARMANT PL,RIDGELAND,MS,39157
2161,9034 B CARL LEGGETT RD,GULFPORT,MS,39503
2162,7530 HIGHWAY 57,OCEAN SPRINGS,MS,39565
2163,1403 PLAZA DR,YAZOO CITY,MS,39194
2164,1110 CLAY ST,VICKSBURG,MS,39183
2165,925 TOMMY MUNRO DR,BILOXI,MS,39532
2166,2211 S LAMAR BLVD,OXFORD,MS,38655
2167,2106 S TATE ST,CORINTH,MS,38834
2168,114 BRIDGETON PLZ,BYRAM,MS,39272
2169,3003 HIGHWAY 72 W,CORINTH,MS,38834
2170,1714 N GLOSTER ST,TUPELO,MS,38804
2171,1501 CLIFF GOOKIN BLVD,TUPELO,MS,38801
2172,2411 S LAMAR BLVD,OXFORD,MS,38655
2173,152 WATFORD PARK WAY DR,CANTON,MS,39046
2174,801 E NORTHSIDE DR,CLINTON,MS,39056
2175,224 MEADOWLANE ST,EUPORA,MS,39744
2176,797 S GLOSTER ST,TUPELO,MS,38801
2177,3205 HIGHWAY 72 W,CORINTH,MS,38834
2178,4455 MEDGAR EVERS BLVD,JACKSON,MS,39213
2179,1619 BROAD AVE,GULFPORT,MS,39501
2180,6086 U S HIGHWAY 49,HATTIESBURG,MS,39401
2181,1320 N STATE ST,JACKSON,MS,39202
2182,523 LINCOLN RD,COLUMBUS,MS,39705
2183,500J E WOODROW WILSON AVE,JACKSON,MS,39216
2184,1120 E MAIN ST,PHILADELPHIA,MS,39350
2185,2221 5TH ST N,COLUMBUS,MS,39705
2186,740 HIGHWAY 49,FLORA,MS,39071
2187,12311 ASHLEY DR,GULFPORT,MS,39503
2188,1603 STRONG AVE,GREENWOOD,MS,38930
2189,425 HOSPITAL DR,COLUMBUS,MS,39705
2190,4201 HIGHWAY 11 N,PICAYUNE,MS,39466
2191,1104 S 28TH AVE,HATTIESBURG,MS,39402
2192,3506 WASHINGTON AVE,GULFPORT,MS,39507
2193,717 RICE RD,RIDGELAND,MS,39157
2194,211 STATE ST,MCCOMB,MS,39648
2195,1085 STARK RD,STARKVILLE,MS,39759
2196,502 COUNCIL CIR,TUPELO,MS,38801
2197,304 HIGHLAND BLVD,NATCHEZ,MS,39120
2198,223 E FRANKLIN ST,TUPELO,MS,38804
2199,10382 EXPRESS DR,GULFPORT,MS,39503
2200,2012 HIGHWAY 90,GAUTIER,MS,39553
2201,2331 HIGHWAY 1 S,GREENVILLE,MS,38701
2202,6086 US HWY 49,HATTIESBURG,MS,39401
2203,15 RIVER BEND PL,JACKSON,MS,39232
2204,1903 23RD AVE,MERIDIAN,MS,39301
2205,1050 N FLOWOOD DR,FLOWOOD,MS,39232
2206,3670 LAKELAND LN,JACKSON,MS,39216
2207,222 STARLYN AVE,NEW ALBANY,MS,38652
2208,6086 HWY 49 SOUTH,HATTIESBURG,MS,39401
2209,225 E CALHOUN ST,BRUCE,MS,38915
2210,2323 5TH ST N,COLUMBUS,MS,39705
2211,501 W CONGRESS ST,BROOKHAVEN,MS,39601
2212,9305 STATELINE RD,OLIVE BRANCH,MS,38654
2213,114 HERRING DR,RAYMOND,MS,39154
2214,506 GRANTS FERRY RD,BRANDON,MS,39047
2215,1308 44TH AVE,GULFPORT,MS,39501
2216,2321 5TH ST N,COLUMBUS,MS,39705
2217,9034 CARL LEGETT RD,GULFPORT,MS,39503
2218,2200 HIGHWAY 61 N,VICKSBURG,MS,39183
2219,585 TENNESSEE GAS RD,GREENVILLE,MS,38701
2220,303 E MARION AVE,CRYSTAL SPRINGS,MS,39059
2221,185 COMMONS LOOP,KALISPELL,MT,59901
2222,436 W PORPHYRY ST,BUTTE,MT,59701
2223,3817,MISSOULA,MT,59801
2224,2110 EUCLID AVE,HELENA,MT,59601
2225,500 12TH AVE W,COLUMBIA FALLS,MT,59912
2226,3400 1ST AVE N,BILLINGS,MT,59101
2227,1014 9TH ST S,GREAT FALLS,MT,59405
2228,7935 MT HIGHWAY 35,BIGFORK,MT,59911
2229,506 N 32ND ST,BILLINGS,MT,59101
2230,2401 BAYARD ST,BUTTE,MT,59701
2231,2411 W MAIN ST,BOZEMAN,MT,59718
2232,1532 ELLIS ST,BOZEMAN,MT,59715
2233,1505 S RUSSELL ST,MISSOULA,MT,59801
2234,1139 N 27TH ST,BILLINGS,MT,59101
2235,65 MEDICAL PARK DR,HELENA,MT,59601
2236,120 SOUTH AVE W,MISSOULA,MT,59801
2237,400 W MAIN ST,HAMILTON,MT,59840
2238,985 N MERIDIAN RD,KALISPELL,MT,59901
2239,1648 ELLIS ST,BOZEMAN,MT,59715
2240,2260 S CHURCH ST,BURLINGTON,NC,27215
2241,450 WEST RUSSELL STREET,FAYETTEVILLE,NC,28301
2242,400 MEADOWMONT VILLAGE CIR,CHAPEL HILL,NC,27517
2243,1603 S,MORGANTON,NC,28655
2244,1710 S HAWTHORNE RD,WINSTON SALEM,NC,27103
2245,855 S BECKFORD DR,HENDERSON,NC,27536
2246,2301 N CHURCH ST,GREENSBORO,NC,27405
2247,166 SPRINGBROOK AVE,CLAYTON,NC,27520
2248,3909 OLEANDER DR,WILMINGTON,NC,28403
2249,314 CRUTCHFIELD ST,DURHAM,NC,27704
2250,2219 E 7TH ST,CHARLOTTE,NC,28204
2251,721 N ELM ST,HIGH POINT,NC,27262
2252,845 CHURCH ST N,CONCORD,NC,28025
2253,1142 SHIPYARD BLVD,WILMINGTON,NC,28412
2254,1345 WESTGATE CENTER DR,WINSTON SALEM,NC,27103
2255,1141 TUNNEL RD,ASHEVILLE,NC,28805
2256,1025 WH SMITH BLVD,GREENVILLE,NC,27834
2257,2103 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534
2258,25 AMARILLO LN,SANFORD,NC,27332
2259,2550 COURT DR,GASTONIA,NC,28054
2260,3031 NEW BERN AVE,RALEIGH,NC,27610
2261,2310 RANDOLPH RD,CHARLOTTE,NC,28207
2262,3400 EXECUTIVE DR,RALEIGH,NC,27609
2263,10643 KETTERING DR,CHARLOTTE,NC,28226
2264,2826 RANDOLPH RD,CHARLOTTE,NC,28211
2265,805 W 25TH ST,NEWTON,NC,28658
2266,3209 GRESHAM LAKE ROAD,RALEIGH,NC,27615
2267,744 HARTNESS RD,STATESVILLE,NC,28677
2268,3824 BARRETT DR,RALEIGH,NC,27609
2269,75 VICTORIA RD,ASHEVILLE,NC,28801
2270,715 FAIRGROVE CH RD SE,CONOVER,NC,28613
2271,415 BLOWING ROCK BLVD,LENOIR,NC,28645
2272,910 TATE BLVD SE,HICKORY,NC,28602
2273,235 ST JOHN RD,FLETCHER,NC,28732
2274,10320 FELD FARM LN,CHARLOTTE,NC,28210
2275,928 COPPERFIELD BLVD NE,CONCORD,NC,28025
2276,10420 PARK RD,CHARLOTTE,NC,28210
2277,3705 HENDERSON DR,JACKSONVILLE,NC,28546
2278,2501 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534
2279,209 N 35TH ST,MOREHEAD CITY,NC,28557
2280,4110 DR MARTIN LUTHER KING JR BLVD,NEW BERN,NC,28562
2281,104 E FRANKLIN ST,MONROE,NC,28112
2282,102 MASON FARM RD,CHAPEL HILL,NC,27514
2283,4601 CREEKSTONE DR,DURHAM,NC,27703
2284,6060 PIEDMONT ROW DR S,CHARLOTTE,NC,28287
2285,9307 MONROE RD,CHARLOTTE,NC,28270
2286,2521 NOBLIN RD,RALEIGH,NC,27604
2287,307 W TREMONT AVE,CHARLOTTE,NC,28203
2288,451 RUIN CREEK RD,HENDERSON,NC,27536
2289,701 E ROOSEVELT BLVD,MONROE,NC,28112
2290,916 COX RD,GASTONIA,NC,28054
2291,470 LAKE CONCORD RD NE,CONCORD,NC,28025
2292,1901 BRUNSWICK AVE,CHARLOTTE,NC,28207
2293,5613 DURALEIGH RD,RALEIGH,NC,27612
2294,1103 N ELM ST,GREENSBORO,NC,27401
2295,715 FAIRGROVE CHURCH RD SE,CONOVER,NC,28613
2296,3210 PROSPERITY CHURCH RD,CHARLOTTE,NC,28269
2297,3901 N ROXBORO ST,DURHAM,NC,27704
2298,310 AIRPORT RD,KINSTON,NC,28504
2299,8300 HEALTH PARK,RALEIGH,NC,27615
2300,2717 LEIGHTON RIDGE DR,WAKE FOREST,NC,27587
2301,3721 SUNSET AVE,ROCKY MOUNT,NC,27804
2302,725 HAMILTON ST,ROANOKE RAPIDS,NC,27870
2303,8310 MEDICAL PLAZA DR,CHARLOTTE,NC,28262
2304,1399 WESTGATE CENTER DR,WINSTON SALEM,NC,27103
2305,401 WESTWOOD AVE,HIGH POINT,NC,27262
2306,123 PROFESSIONAL PARK DR,MOORESVILLE,NC,28117
2307,1840 OWEN DR,FAYETTEVILLE,NC,28304
2308,8000 CORPORATE CENTER DR,CHARLOTTE,NC,28226
2309,11001 DURANT RD,RALEIGH,NC,27614
2310,400 SHADOWLINE DR,BOONE,NC,28607
2311,630 CLARK DR,LINCOLNTON,NC,28092
2312,2419 LEWISVILLE CLEMMONS RD,CLEMMONS,NC,27012
2313,3909 SUNSET RIDGE RD,RALEIGH,NC,27607
2314,3845 HENDERSONVILLE RD,FLETCHER,NC,28732
2315,107 E WALKER ST,EAST FLAT ROCK,NC,28726
2316,118 NASH ST SW,WILSON,NC,27893
2317,1134 N ROAD ST,ELIZABETH CITY,NC,27909
2318,146 MEDICAL PARK RD,MOORESVILLE,NC,28117
2319,113 KANDEMOR LN,ROCKY MOUNT,NC,27804
2320,1970 W ARLINGTON BLVD,GREENVILLE,NC,27834
2321,103 NC HIGHWAY 42 W,AHOSKIE,NC,27910
2322,405 W 15TH ST,WASHINGTON,NC,27889
2323,106 MEDICAL DRIVE,ELIZABETH CITY,NC,27909
2324,2708 WOOTEN BLVD SW,WILSON,NC,27893
2325,835 JOHNS HOPKINS DR,GREENVILLE,NC,27834
2326,1420 ELLEN ST,MONROE,NC,28112
2327,583 ASHEVILLE HWY,SYLVA,NC,28779
2328,603 JEFFERSON ST,WHITEVILLE,NC,28472
2329,7476 OLD FAIRGROUND RD,BENSON,NC,27504
2330,2301 EXECUTIVE CIR,GREENVILLE,NC,27834
2331,8451 GARVEY DR,RALEIGH,NC,27616
2332,86 VICTORIA RD,ASHEVILLE,NC,28801
2333,5300 ATLANTIC AVE,RALEIGH,NC,27609
2334,435 W RUSSELL ST,FAYETTEVILLE,NC,28301
2335,2800 SAINT LEO ST,GREENSBORO,NC,27405
2336,1903 N PINE ST,LUMBERTON,NC,28358
2337,3816 LATROBE DR,CHARLOTTE,NC,28211
2338,1673 WESTBROOK PLAZA DR,WINSTON SALEM,NC,27103
2339,12 OFFICE PARK DR,JACKSONVILLE,NC,28546
2340,MO4 DAVISON,DURHAM,NC,27710
2341,1505 S GLENBURNIE RD,NEW BERN,NC,28562
2342,3806 S CHURCH ST,BURLINGTON,NC,27215
2343,309 S SHARON AMITY RD,CHARLOTTE,NC,28211
2344,3 WALDEN RIDGE DR,ASHEVILLE,NC,28803
2345,1041 HAWTHORNE LANE,CHARLOTTE,NC,28205
2346,1028 LEE ANN DR NE,CONCORD,NC,28025
2347,1914 W PARK DR,N WILKESBORO,NC,28659
2348,561 COX RD,GASTONIA,NC,28054
2349,1736 MAPLE AVE,BURLINGTON,NC,27215
2350,1044 X RAY DR,GASTONIA,NC,28054
2351,5007 SOUTHPARK DR,DURHAM,NC,27713
2352,702 JEFFERSON ST,WHITEVILLE,NC,28472
2353,111 VICTORIA RD,ASHEVILLE,NC,28801
2354,1209 MAGNOLIA ST,GREENSBORO,NC,27401
2355,200 TIMBERHILL PL,CHAPEL HILL,NC,27514
2356,612 JEFFERSON ST,WHITEVILLE,NC,28472
2357,101 MANNING DR,CHAPEL HILL,NC,27514
2358,160 RIDGE CREST DR,STONEVILLE,NC,27048
2359,3139 WESTINGHOUSE BLVD,CHARLOTTE,NC,28273
2360,6008 OLD PINEVILLE RD,CHARLOTTE,NC,28217
2361,1352 MATTHEWS TOWNSHIP PKWY,MATTHEWS,NC,28105
2362,4140 FERNCREEK DR,FAYETTEVILLE,NC,28314
2363,325 N PAGE RD,PINEHURST,NC,28374
2364,657 S MEMORIAL DR,GREENVILLE,NC,27834
2365,1717 SHIPYARD BLVD,WILMINGTON,NC,28403
2366,407 GILEAD RD,HUNTERSVILLE,NC,28078
2367,1306 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534
2368,420 MAPLE AVE,BURLINGTON,NC,27215
